BiocVersion,Genome,NumGenes,NumOrthologs,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,Tags,BsgenomePkg,GrangesPkg,OrganismdbiPkg,OrgdbPkg,TxdbPkg,Taxon,Genus,Sp,Strain,BsgenomeFile,GrangesFile,OrganismdbiFile,OrgdbFile,TxdbFile,TaxonUnmodified,Title,Description,RDataClass,DispatchClass,ResourceName,RDataPath,md5sum
3.1,PlasmoDB-46_PcynomolgiM,6831,6650,GFF,http://PlasmoDB.org/common/downloads/release-46/PcynomolgiM/gff/data/PlasmoDB-46_PcynomolgiM.gff,46,Plasmodium cynomolgi strain M,1274352,TRUE,PlasmoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Plasmodium,BSGenome.Plasmodium.cynomolgi.M.v46,GRanges.Plasmodium.cynomolgi.M.v46.rda,plasmodb.Plasmodium.cynomolgi.M.v46,org.Pcynomolgi.M.v46.eg.db,TxDb.Plasmodium.cynomolgi.M.PlasmoDB.v46,Plasmodium cynomolgi M,Plasmodium,cynomolgi,strain.M,EuPathDB/BSgenome/3.10/BSGenome.Plasmodium.cynomolgi.M.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Plasmodium.cynomolgi.M.v46.rda,EuPathDB/OrganismDbi/3.10/plasmodb.Plasmodium.cynomolgi.M.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Pcynomolgi.M.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Plasmodium.cynomolgi.M.PlasmoDB.v46.sqlite,Plasmodium cynomolgi strain M,Transcript information for Plasmodium cynomolgi M,PlasmoDB 46 annotations for Plasmodium cynomolgi M,OrgDb,SQLiteFile,org.Pcynomolgi.M.v46.eg.db,EuPathDB/OrgDb/3.10/org.Pcynomolgi.M.v46.eg.sqlite,e286e272d943eeb4acf5b71d5d6793aa
3.1,PlasmoDB-46_Pfalciparum3D7,5712,5458,GFF,http://PlasmoDB.org/common/downloads/release-46/Pfalciparum3D7/gff/data/PlasmoDB-46_Pfalciparum3D7.gff,46,Plasmodium falciparum 3D7,36329,TRUE,PlasmoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Plasmodium,BSGenome.Plasmodium.falciparum.3D7.v46,GRanges.Plasmodium.falciparum.3D7.v46.rda,plasmodb.Plasmodium.falciparum.3D7.v46,org.Pfalciparum.3D7.v46.eg.db,TxDb.Plasmodium.falciparum.3D7.PlasmoDB.v46,Plasmodium falciparum 3D7,Plasmodium,falciparum,3D7,EuPathDB/BSgenome/3.10/BSGenome.Plasmodium.falciparum.3D7.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Plasmodium.falciparum.3D7.v46.rda,EuPathDB/OrganismDbi/3.10/plasmodb.Plasmodium.falciparum.3D7.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Pfalciparum.3D7.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Plasmodium.falciparum.3D7.PlasmoDB.v46.sqlite,Plasmodium falciparum 3D7,Transcript information for Plasmodium falciparum 3D7,PlasmoDB 46 annotations for Plasmodium falciparum 3D7,OrgDb,SQLiteFile,org.Pfalciparum.3D7.v46.eg.db,EuPathDB/OrgDb/3.10/org.Pfalciparum.3D7.v46.eg.sqlite,09b0d2de1a25ccd158d0d4d1801867e0
3.1,PlasmoDB-46_Pfalciparum7G8,5505,5335,GFF,http://PlasmoDB.org/common/downloads/release-46/Pfalciparum7G8/gff/data/PlasmoDB-46_Pfalciparum7G8.gff,46,Plasmodium falciparum 7G8,57266,TRUE,PlasmoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Plasmodium,BSGenome.Plasmodium.falciparum.7G8.v46,GRanges.Plasmodium.falciparum.7G8.v46.rda,plasmodb.Plasmodium.falciparum.7G8.v46,org.Pfalciparum.7G8.v46.eg.db,TxDb.Plasmodium.falciparum.7G8.PlasmoDB.v46,Plasmodium falciparum 7G8,Plasmodium,falciparum,7G8,EuPathDB/BSgenome/3.10/BSGenome.Plasmodium.falciparum.7G8.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Plasmodium.falciparum.7G8.v46.rda,EuPathDB/OrganismDbi/3.10/plasmodb.Plasmodium.falciparum.7G8.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Pfalciparum.7G8.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Plasmodium.falciparum.7G8.PlasmoDB.v46.sqlite,Plasmodium falciparum 7G8,Transcript information for Plasmodium falciparum 7G8,PlasmoDB 46 annotations for Plasmodium falciparum 7G8,OrgDb,SQLiteFile,org.Pfalciparum.7G8.v46.eg.db,EuPathDB/OrgDb/3.10/org.Pfalciparum.7G8.v46.eg.sqlite,ccd04395f59ddd958697e434a3945e25
3.1,PlasmoDB-46_PfalciparumDd2,5461,5322,GFF,http://PlasmoDB.org/common/downloads/release-46/PfalciparumDd2/gff/data/PlasmoDB-46_PfalciparumDd2.gff,46,Plasmodium falciparum Dd2,57267,TRUE,PlasmoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Plasmodium,BSGenome.Plasmodium.falciparum.Dd2.v46,GRanges.Plasmodium.falciparum.Dd2.v46.rda,plasmodb.Plasmodium.falciparum.Dd2.v46,org.Pfalciparum.Dd2.v46.eg.db,TxDb.Plasmodium.falciparum.Dd2.PlasmoDB.v46,Plasmodium falciparum Dd2,Plasmodium,falciparum,Dd2,EuPathDB/BSgenome/3.10/BSGenome.Plasmodium.falciparum.Dd2.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Plasmodium.falciparum.Dd2.v46.rda,EuPathDB/OrganismDbi/3.10/plasmodb.Plasmodium.falciparum.Dd2.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Pfalciparum.Dd2.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Plasmodium.falciparum.Dd2.PlasmoDB.v46.sqlite,Plasmodium falciparum Dd2,Transcript information for Plasmodium falciparum Dd2,PlasmoDB 46 annotations for Plasmodium falciparum Dd2,OrgDb,SQLiteFile,org.Pfalciparum.Dd2.v46.eg.db,EuPathDB/OrgDb/3.10/org.Pfalciparum.Dd2.v46.eg.sqlite,29704fd539ee1c29929747867165598c
3.1,PlasmoDB-46_PfalciparumHB3,5461,5320,GFF,http://PlasmoDB.org/common/downloads/release-46/PfalciparumHB3/gff/data/PlasmoDB-46_PfalciparumHB3.gff,46,Plasmodium falciparum HB3,137071,TRUE,PlasmoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Plasmodium,BSGenome.Plasmodium.falciparum.HB3.v46,GRanges.Plasmodium.falciparum.HB3.v46.rda,plasmodb.Plasmodium.falciparum.HB3.v46,org.Pfalciparum.HB3.v46.eg.db,TxDb.Plasmodium.falciparum.HB3.PlasmoDB.v46,Plasmodium falciparum HB3,Plasmodium,falciparum,HB3,EuPathDB/BSgenome/3.10/BSGenome.Plasmodium.falciparum.HB3.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Plasmodium.falciparum.HB3.v46.rda,EuPathDB/OrganismDbi/3.10/plasmodb.Plasmodium.falciparum.HB3.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Pfalciparum.HB3.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Plasmodium.falciparum.HB3.PlasmoDB.v46.sqlite,Plasmodium falciparum HB3,Transcript information for Plasmodium falciparum HB3,PlasmoDB 46 annotations for Plasmodium falciparum HB3,OrgDb,SQLiteFile,org.Pfalciparum.HB3.v46.eg.db,EuPathDB/OrgDb/3.10/org.Pfalciparum.HB3.v46.eg.sqlite,0170086dacc7e6a931820ee3b77fecb9
3.1,PlasmoDB-46_PinuiSanAntonio1,5879,5433,GFF,http://PlasmoDB.org/common/downloads/release-46/PinuiSanAntonio1/gff/data/PlasmoDB-46_PinuiSanAntonio1.gff,46,Plasmodium inui San Antonio 1,1237626,TRUE,PlasmoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Plasmodium,BSGenome.Plasmodium.inui.San.Antonio.1.v46,GRanges.Plasmodium.inui.San.Antonio.1.v46.rda,plasmodb.Plasmodium.inui.San.Antonio.1.v46,org.Pinui.San.Antonio.1.v46.eg.db,TxDb.Plasmodium.inui.San.Antonio.1.PlasmoDB.v46,Plasmodium inui San Antonio 1,Plasmodium,inui,San.Antonio.1,EuPathDB/BSgenome/3.10/BSGenome.Plasmodium.inui.San.Antonio.1.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Plasmodium.inui.San.Antonio.1.v46.rda,EuPathDB/OrganismDbi/3.10/plasmodb.Plasmodium.inui.San.Antonio.1.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Pinui.San.Antonio.1.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Plasmodium.inui.San.Antonio.1.PlasmoDB.v46.sqlite,Plasmodium inui San Antonio 1,Transcript information for Plasmodium inui San Antonio 1,PlasmoDB 46 annotations for Plasmodium inui San Antonio 1,OrgDb,SQLiteFile,org.Pinui.San.Antonio.1.v46.eg.db,EuPathDB/OrgDb/3.10/org.Pinui.San.Antonio.1.v46.eg.sqlite,606d387934499b45232340d4e832648b
3.1,PlasmoDB-46_PknowlesiH,5483,5319,GFF,http://PlasmoDB.org/common/downloads/release-46/PknowlesiH/gff/data/PlasmoDB-46_PknowlesiH.gff,46,Plasmodium knowlesi strain H,5851,TRUE,PlasmoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Plasmodium,BSGenome.Plasmodium.knowlesi.H.v46,GRanges.Plasmodium.knowlesi.H.v46.rda,plasmodb.Plasmodium.knowlesi.H.v46,org.Pknowlesi.H.v46.eg.db,TxDb.Plasmodium.knowlesi.H.PlasmoDB.v46,Plasmodium knowlesi H,Plasmodium,knowlesi,strain.H,EuPathDB/BSgenome/3.10/BSGenome.Plasmodium.knowlesi.H.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Plasmodium.knowlesi.H.v46.rda,EuPathDB/OrganismDbi/3.10/plasmodb.Plasmodium.knowlesi.H.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Pknowlesi.H.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Plasmodium.knowlesi.H.PlasmoDB.v46.sqlite,Plasmodium knowlesi strain H,Transcript information for Plasmodium knowlesi H,PlasmoDB 46 annotations for Plasmodium knowlesi H,OrgDb,SQLiteFile,org.Pknowlesi.H.v46.eg.db,EuPathDB/OrgDb/3.10/org.Pknowlesi.H.v46.eg.sqlite,56d12e5628241382c2465764d0454498
3.1,PlasmoDB-46_PvivaxSal1,5665,5586,GFF,http://PlasmoDB.org/common/downloads/release-46/PvivaxSal1/gff/data/PlasmoDB-46_PvivaxSal1.gff,46,Plasmodium vivax Sal-1,126793,TRUE,PlasmoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Plasmodium,BSGenome.Plasmodium.vivax.Sal.1.v46,GRanges.Plasmodium.vivax.Sal.1.v46.rda,plasmodb.Plasmodium.vivax.Sal.1.v46,org.Pvivax.Sal.1.v46.eg.db,TxDb.Plasmodium.vivax.Sal.1.PlasmoDB.v46,Plasmodium vivax Sal 1,Plasmodium,vivax,Sal.1,EuPathDB/BSgenome/3.10/BSGenome.Plasmodium.vivax.Sal.1.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Plasmodium.vivax.Sal.1.v46.rda,EuPathDB/OrganismDbi/3.10/plasmodb.Plasmodium.vivax.Sal.1.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Pvivax.Sal.1.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Plasmodium.vivax.Sal.1.PlasmoDB.v46.sqlite,Plasmodium vivax Sal-1,Transcript information for Plasmodium vivax Sal 1,PlasmoDB 46 annotations for Plasmodium vivax Sal 1,OrgDb,SQLiteFile,org.Pvivax.Sal.1.v46.eg.db,EuPathDB/OrgDb/3.10/org.Pvivax.Sal.1.v46.eg.sqlite,07b668cc6ad222cc41ab3082ee665da6
3.1,PlasmoDB-46_Pyoeliiyoelii17XNL,7774,7474,GFF,http://PlasmoDB.org/common/downloads/release-46/Pyoeliiyoelii17XNL/gff/data/PlasmoDB-46_Pyoeliiyoelii17XNL.gff,46,Plasmodium yoelii yoelii 17XNL,352914,TRUE,PlasmoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Plasmodium,BSGenome.Plasmodium.yoelii.yoelii.17XNL.v46,GRanges.Plasmodium.yoelii.yoelii.17XNL.v46.rda,plasmodb.Plasmodium.yoelii.yoelii.17XNL.v46,org.Pyoelii.yoelii.17XNL.v46.eg.db,TxDb.Plasmodium.yoelii.yoelii.17XNL.PlasmoDB.v46,Plasmodium yoelii yoelii 17XNL,Plasmodium,yoelii,yoelii.17XNL,EuPathDB/BSgenome/3.10/BSGenome.Plasmodium.yoelii.yoelii.17XNL.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Plasmodium.yoelii.yoelii.17XNL.v46.rda,EuPathDB/OrganismDbi/3.10/plasmodb.Plasmodium.yoelii.yoelii.17XNL.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Pyoelii.yoelii.17XNL.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Plasmodium.yoelii.yoelii.17XNL.PlasmoDB.v46.sqlite,Plasmodium yoelii yoelii 17XNL,Transcript information for Plasmodium yoelii yoelii 17XNL,PlasmoDB 46 annotations for Plasmodium yoelii yoelii 17XNL,OrgDb,SQLiteFile,org.Pyoelii.yoelii.17XNL.v46.eg.db,EuPathDB/OrgDb/3.10/org.Pyoelii.yoelii.17XNL.v46.eg.sqlite,01388a6bbaf165c8a123d4cd3d590dd9
3.1,PlasmoDB-46_PbillcollinsiG01,5591,5415,GFF,http://PlasmoDB.org/common/downloads/release-46/PbillcollinsiG01/gff/data/PlasmoDB-46_PbillcollinsiG01.gff,46,Plasmodium billcollinsi,720590,TRUE,PlasmoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Plasmodium,BSGenome.Plasmodium.billcollinsi.G01.v46,GRanges.Plasmodium.billcollinsi.G01.v46.rda,plasmodb.Plasmodium.billcollinsi.G01.v46,org.Pbillcollinsi.G01.v46.eg.db,TxDb.Plasmodium.billcollinsi.G01.PlasmoDB.v46,Plasmodium billcollinsi G01,Plasmodium,billcollinsi,G01,EuPathDB/BSgenome/3.10/BSGenome.Plasmodium.billcollinsi.G01.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Plasmodium.billcollinsi.G01.v46.rda,EuPathDB/OrganismDbi/3.10/plasmodb.Plasmodium.billcollinsi.G01.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Pbillcollinsi.G01.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Plasmodium.billcollinsi.G01.PlasmoDB.v46.sqlite,Plasmodium billcollinsi G01,Transcript information for Plasmodium billcollinsi G01,PlasmoDB 46 annotations for Plasmodium billcollinsi G01,OrgDb,SQLiteFile,org.Pbillcollinsi.G01.v46.eg.db,EuPathDB/OrgDb/3.10/org.Pbillcollinsi.G01.v46.eg.sqlite,1730b9cf06a3d65a472b037e51a78e29
3.1,PlasmoDB-46_PcoatneyiHackeri,5575,5503,GFF,http://PlasmoDB.org/common/downloads/release-46/PcoatneyiHackeri/gff/data/PlasmoDB-46_PcoatneyiHackeri.gff,46,Plasmodium coatneyi,208452,TRUE,PlasmoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Plasmodium,BSGenome.Plasmodium.coatneyi.Hackeri.v46,GRanges.Plasmodium.coatneyi.Hackeri.v46.rda,plasmodb.Plasmodium.coatneyi.Hackeri.v46,org.Pcoatneyi.Hackeri.v46.eg.db,TxDb.Plasmodium.coatneyi.Hackeri.PlasmoDB.v46,Plasmodium coatneyi Hackeri,Plasmodium,coatneyi,Hackeri,EuPathDB/BSgenome/3.10/BSGenome.Plasmodium.coatneyi.Hackeri.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Plasmodium.coatneyi.Hackeri.v46.rda,EuPathDB/OrganismDbi/3.10/plasmodb.Plasmodium.coatneyi.Hackeri.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Pcoatneyi.Hackeri.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Plasmodium.coatneyi.Hackeri.PlasmoDB.v46.sqlite,Plasmodium coatneyi Hackeri,Transcript information for Plasmodium coatneyi Hackeri,PlasmoDB 46 annotations for Plasmodium coatneyi Hackeri,OrgDb,SQLiteFile,org.Pcoatneyi.Hackeri.v46.eg.db,EuPathDB/OrgDb/3.10/org.Pcoatneyi.Hackeri.v46.eg.sqlite,ddacbb3f9def1b03c7af58159612351c
3.1,PlasmoDB-46_PfalciparumCD01,5483,5373,GFF,http://PlasmoDB.org/common/downloads/release-46/PfalciparumCD01/gff/data/PlasmoDB-46_PfalciparumCD01.gff,46,Plasmodium falciparum,5833,TRUE,PlasmoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Plasmodium,BSGenome.Plasmodium.falciparum.CD01.v46,GRanges.Plasmodium.falciparum.CD01.v46.rda,plasmodb.Plasmodium.falciparum.CD01.v46,org.Pfalciparum.CD01.v46.eg.db,TxDb.Plasmodium.falciparum.CD01.PlasmoDB.v46,Plasmodium falciparum CD01,Plasmodium,falciparum,CD01,EuPathDB/BSgenome/3.10/BSGenome.Plasmodium.falciparum.CD01.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Plasmodium.falciparum.CD01.v46.rda,EuPathDB/OrganismDbi/3.10/plasmodb.Plasmodium.falciparum.CD01.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Pfalciparum.CD01.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Plasmodium.falciparum.CD01.PlasmoDB.v46.sqlite,Plasmodium falciparum CD01,Transcript information for Plasmodium falciparum CD01,PlasmoDB 46 annotations for Plasmodium falciparum CD01,OrgDb,SQLiteFile,org.Pfalciparum.CD01.v46.eg.db,EuPathDB/OrgDb/3.10/org.Pfalciparum.CD01.v46.eg.sqlite,dbd4cd53cc3cb6e2fa4cf9d69bc9b1d1
3.1,PlasmoDB-46_PfalciparumGA01,5551,5377,GFF,http://PlasmoDB.org/common/downloads/release-46/PfalciparumGA01/gff/data/PlasmoDB-46_PfalciparumGA01.gff,46,Plasmodium falciparum,5833,TRUE,PlasmoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Plasmodium,BSGenome.Plasmodium.falciparum.GA01.v46,GRanges.Plasmodium.falciparum.GA01.v46.rda,plasmodb.Plasmodium.falciparum.GA01.v46,org.Pfalciparum.GA01.v46.eg.db,TxDb.Plasmodium.falciparum.GA01.PlasmoDB.v46,Plasmodium falciparum GA01,Plasmodium,falciparum,GA01,EuPathDB/BSgenome/3.10/BSGenome.Plasmodium.falciparum.GA01.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Plasmodium.falciparum.GA01.v46.rda,EuPathDB/OrganismDbi/3.10/plasmodb.Plasmodium.falciparum.GA01.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Pfalciparum.GA01.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Plasmodium.falciparum.GA01.PlasmoDB.v46.sqlite,Plasmodium falciparum GA01,Transcript information for Plasmodium falciparum GA01,PlasmoDB 46 annotations for Plasmodium falciparum GA01,OrgDb,SQLiteFile,org.Pfalciparum.GA01.v46.eg.db,EuPathDB/OrgDb/3.10/org.Pfalciparum.GA01.v46.eg.sqlite,26b1b1ce050269c66f7a47e73d9f9cec
3.1,PlasmoDB-46_PfalciparumGB4,5637,5462,GFF,http://PlasmoDB.org/common/downloads/release-46/PfalciparumGB4/gff/data/PlasmoDB-46_PfalciparumGB4.gff,46,Plasmodium falciparum,5833,TRUE,PlasmoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Plasmodium,BSGenome.Plasmodium.falciparum.GB4.v46,GRanges.Plasmodium.falciparum.GB4.v46.rda,plasmodb.Plasmodium.falciparum.GB4.v46,org.Pfalciparum.GB4.v46.eg.db,TxDb.Plasmodium.falciparum.GB4.PlasmoDB.v46,Plasmodium falciparum GB4,Plasmodium,falciparum,GB4,EuPathDB/BSgenome/3.10/BSGenome.Plasmodium.falciparum.GB4.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Plasmodium.falciparum.GB4.v46.rda,EuPathDB/OrganismDbi/3.10/plasmodb.Plasmodium.falciparum.GB4.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Pfalciparum.GB4.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Plasmodium.falciparum.GB4.PlasmoDB.v46.sqlite,Plasmodium falciparum GB4,Transcript information for Plasmodium falciparum GB4,PlasmoDB 46 annotations for Plasmodium falciparum GB4,OrgDb,SQLiteFile,org.Pfalciparum.GB4.v46.eg.db,EuPathDB/OrgDb/3.10/org.Pfalciparum.GB4.v46.eg.sqlite,8e92dc5c051a22cb847961bc232cc53f
3.1,PlasmoDB-46_PfalciparumGN01,5600,5453,GFF,http://PlasmoDB.org/common/downloads/release-46/PfalciparumGN01/gff/data/PlasmoDB-46_PfalciparumGN01.gff,46,Plasmodium falciparum,5833,TRUE,PlasmoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Plasmodium,BSGenome.Plasmodium.falciparum.GN01.v46,GRanges.Plasmodium.falciparum.GN01.v46.rda,plasmodb.Plasmodium.falciparum.GN01.v46,org.Pfalciparum.GN01.v46.eg.db,TxDb.Plasmodium.falciparum.GN01.PlasmoDB.v46,Plasmodium falciparum GN01,Plasmodium,falciparum,GN01,EuPathDB/BSgenome/3.10/BSGenome.Plasmodium.falciparum.GN01.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Plasmodium.falciparum.GN01.v46.rda,EuPathDB/OrganismDbi/3.10/plasmodb.Plasmodium.falciparum.GN01.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Pfalciparum.GN01.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Plasmodium.falciparum.GN01.PlasmoDB.v46.sqlite,Plasmodium falciparum GN01,Transcript information for Plasmodium falciparum GN01,PlasmoDB 46 annotations for Plasmodium falciparum GN01,OrgDb,SQLiteFile,org.Pfalciparum.GN01.v46.eg.db,EuPathDB/OrgDb/3.10/org.Pfalciparum.GN01.v46.eg.sqlite,cef4c7160a2224e30abf5dd3bb569347
3.1,PlasmoDB-46_PfalciparumIT,5577,5371,GFF,http://PlasmoDB.org/common/downloads/release-46/PfalciparumIT/gff/data/PlasmoDB-46_PfalciparumIT.gff,46,Plasmodium falciparum,5833,TRUE,PlasmoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Plasmodium,BSGenome.Plasmodium.falciparum.IT.v46,GRanges.Plasmodium.falciparum.IT.v46.rda,plasmodb.Plasmodium.falciparum.IT.v46,org.Pfalciparum.IT.v46.eg.db,TxDb.Plasmodium.falciparum.IT.PlasmoDB.v46,Plasmodium falciparum IT,Plasmodium,falciparum,IT,EuPathDB/BSgenome/3.10/BSGenome.Plasmodium.falciparum.IT.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Plasmodium.falciparum.IT.v46.rda,EuPathDB/OrganismDbi/3.10/plasmodb.Plasmodium.falciparum.IT.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Pfalciparum.IT.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Plasmodium.falciparum.IT.PlasmoDB.v46.sqlite,Plasmodium falciparum IT,Transcript information for Plasmodium falciparum IT,PlasmoDB 46 annotations for Plasmodium falciparum IT,OrgDb,SQLiteFile,org.Pfalciparum.IT.v46.eg.db,EuPathDB/OrgDb/3.10/org.Pfalciparum.IT.v46.eg.sqlite,966c4cc1d7ef05c60df34107223dba62
3.1,PlasmoDB-46_PfalciparumKE01,5479,5319,GFF,http://PlasmoDB.org/common/downloads/release-46/PfalciparumKE01/gff/data/PlasmoDB-46_PfalciparumKE01.gff,46,Plasmodium falciparum,5833,TRUE,PlasmoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Plasmodium,BSGenome.Plasmodium.falciparum.KE01.v46,GRanges.Plasmodium.falciparum.KE01.v46.rda,plasmodb.Plasmodium.falciparum.KE01.v46,org.Pfalciparum.KE01.v46.eg.db,TxDb.Plasmodium.falciparum.KE01.PlasmoDB.v46,Plasmodium falciparum KE01,Plasmodium,falciparum,KE01,EuPathDB/BSgenome/3.10/BSGenome.Plasmodium.falciparum.KE01.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Plasmodium.falciparum.KE01.v46.rda,EuPathDB/OrganismDbi/3.10/plasmodb.Plasmodium.falciparum.KE01.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Pfalciparum.KE01.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Plasmodium.falciparum.KE01.PlasmoDB.v46.sqlite,Plasmodium falciparum KE01,Transcript information for Plasmodium falciparum KE01,PlasmoDB 46 annotations for Plasmodium falciparum KE01,OrgDb,SQLiteFile,org.Pfalciparum.KE01.v46.eg.db,EuPathDB/OrgDb/3.10/org.Pfalciparum.KE01.v46.eg.sqlite,2991c8eaceafaf45ff2a93fb4527a9bb
3.1,PlasmoDB-46_PfalciparumKH01,5570,5426,GFF,http://PlasmoDB.org/common/downloads/release-46/PfalciparumKH01/gff/data/PlasmoDB-46_PfalciparumKH01.gff,46,Plasmodium falciparum,5833,TRUE,PlasmoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Plasmodium,BSGenome.Plasmodium.falciparum.KH01.v46,GRanges.Plasmodium.falciparum.KH01.v46.rda,plasmodb.Plasmodium.falciparum.KH01.v46,org.Pfalciparum.KH01.v46.eg.db,TxDb.Plasmodium.falciparum.KH01.PlasmoDB.v46,Plasmodium falciparum KH01,Plasmodium,falciparum,KH01,EuPathDB/BSgenome/3.10/BSGenome.Plasmodium.falciparum.KH01.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Plasmodium.falciparum.KH01.v46.rda,EuPathDB/OrganismDbi/3.10/plasmodb.Plasmodium.falciparum.KH01.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Pfalciparum.KH01.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Plasmodium.falciparum.KH01.PlasmoDB.v46.sqlite,Plasmodium falciparum KH01,Transcript information for Plasmodium falciparum KH01,PlasmoDB 46 annotations for Plasmodium falciparum KH01,OrgDb,SQLiteFile,org.Pfalciparum.KH01.v46.eg.db,EuPathDB/OrgDb/3.10/org.Pfalciparum.KH01.v46.eg.sqlite,ebab3e078b2db9ce7417bc57750047f0
