BiocVersion,Genome,NumGenes,NumOrthologs,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,Tags,BsgenomePkg,GrangesPkg,OrganismdbiPkg,OrgdbPkg,TxdbPkg,Strain,Taxon,Genus,Sp,TaxonUnmodified,Title,Description,RDataClass,DispatchClass,ResourceName,RDataPath
3.9,FungiDB-43_AnigerATCC1015,12186,11632,GFF,http://FungiDB.org/common/downloads/release-43/AnigerATCC1015/gff/data/FungiDB-43_AnigerATCC1015.gff,43,Aspergillus niger ATCC 1015,380704,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Aspergillus.niger.ATCC.1015.v43,GRanges.Aspergillus.niger.ATCC.1015.v43.rda,fungidb.Aspergillus.niger.ATCC.1015.v43,org.Aniger.ATCC.1015.v43.eg.db,TxDb.Aspergillus.niger.ATCC.1015.FungiDB.v43,ATCC.1015,Aspergillus niger ATCC 1015,,,Aspergillus niger ATCC 1015,Combined information for Aspergillus niger ATCC 1015,FungiDB 43 Combined information for Aspergillus niger ATCC 1015,OrganismDBI,SQLiteFile,fungidb.Aspergillus.niger.ATCC.1015.v43,EuPathDB/OrganismDbi/3.9/fungidb.Aspergillus.niger.ATCC.1015.v43/graphInfo.rda
3.9,FungiDB-43_AnigerATCC13496,12468,11822,GFF,http://FungiDB.org/common/downloads/release-43/AnigerATCC13496/gff/data/FungiDB-43_AnigerATCC13496.gff,43,Aspergillus niger ATCC 13496,1353008,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Aspergillus.niger.ATCC.13496.v43,GRanges.Aspergillus.niger.ATCC.13496.v43.rda,fungidb.Aspergillus.niger.ATCC.13496.v43,org.Aniger.ATCC.13496.v43.eg.db,TxDb.Aspergillus.niger.ATCC.13496.FungiDB.v43,ATCC.13496,Aspergillus niger ATCC 13496,,,Aspergillus niger ATCC 13496,Combined information for Aspergillus niger ATCC 13496,FungiDB 43 Combined information for Aspergillus niger ATCC 13496,OrganismDBI,SQLiteFile,fungidb.Aspergillus.niger.ATCC.13496.v43,EuPathDB/OrganismDbi/3.9/fungidb.Aspergillus.niger.ATCC.13496.v43/graphInfo.rda
3.9,FungiDB-43_AnigerCBS513-88,14403,12281,GFF,http://FungiDB.org/common/downloads/release-43/AnigerCBS513-88/gff/data/FungiDB-43_AnigerCBS513-88.gff,43,Aspergillus niger CBS 513.88,425011,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Aspergillus.niger.CBS.513.88.v43,GRanges.Aspergillus.niger.CBS.513.88.v43.rda,fungidb.Aspergillus.niger.CBS.513.88.v43,org.Aniger.CBS.513.88.v43.eg.db,TxDb.Aspergillus.niger.CBS.513.88.FungiDB.v43,CBS.513.88,Aspergillus niger CBS 513 88,,,Aspergillus niger CBS 513.88,Combined information for Aspergillus niger CBS 513 88,FungiDB 43 Combined information for Aspergillus niger CBS 513 88,OrganismDBI,SQLiteFile,fungidb.Aspergillus.niger.CBS.513.88.v43,EuPathDB/OrganismDbi/3.9/fungidb.Aspergillus.niger.CBS.513.88.v43/graphInfo.rda
3.9,FungiDB-43_AnovofumigatusIBT16806,11729,10844,GFF,http://FungiDB.org/common/downloads/release-43/AnovofumigatusIBT16806/gff/data/FungiDB-43_AnovofumigatusIBT16806.gff,43,Aspergillus novofumigatus IBT 16806,1392255,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Aspergillus.novofumigatus.IBT.16806.v43,GRanges.Aspergillus.novofumigatus.IBT.16806.v43.rda,fungidb.Aspergillus.novofumigatus.IBT.16806.v43,org.Anovofumigatus.IBT.16806.v43.eg.db,TxDb.Aspergillus.novofumigatus.IBT.16806.FungiDB.v43,IBT.16806,Aspergillus novofumigatus IBT 16806,,,Aspergillus novofumigatus IBT 16806,Combined information for Aspergillus novofumigatus IBT 16806,FungiDB 43 Combined information for Aspergillus novofumigatus IBT 16806,OrganismDBI,SQLiteFile,fungidb.Aspergillus.novofumigatus.IBT.16806.v43,EuPathDB/OrganismDbi/3.9/fungidb.Aspergillus.novofumigatus.IBT.16806.v43/graphInfo.rda
3.9,FungiDB-43_AochraceoroseusIBT24754,9070,8174,GFF,http://FungiDB.org/common/downloads/release-43/AochraceoroseusIBT24754/gff/data/FungiDB-43_AochraceoroseusIBT24754.gff,43,Aspergillus ochraceoroseus IBT 24754,1392256,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Aspergillus.ochraceoroseus.IBT.24754.v43,GRanges.Aspergillus.ochraceoroseus.IBT.24754.v43.rda,fungidb.Aspergillus.ochraceoroseus.IBT.24754.v43,org.Aochraceoroseus.IBT.24754.v43.eg.db,TxDb.Aspergillus.ochraceoroseus.IBT.24754.FungiDB.v43,IBT.24754,Aspergillus ochraceoroseus IBT 24754,,,Aspergillus ochraceoroseus IBT 24754,Combined information for Aspergillus ochraceoroseus IBT 24754,FungiDB 43 Combined information for Aspergillus ochraceoroseus IBT 24754,OrganismDBI,SQLiteFile,fungidb.Aspergillus.ochraceoroseus.IBT.24754.v43,EuPathDB/OrganismDbi/3.9/fungidb.Aspergillus.ochraceoroseus.IBT.24754.v43/graphInfo.rda
3.9,FungiDB-43_AoryzaeRIB40,12364,12060,GFF,http://FungiDB.org/common/downloads/release-43/AoryzaeRIB40/gff/data/FungiDB-43_AoryzaeRIB40.gff,43,Aspergillus oryzae RIB40,510516,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Aspergillus.oryzae.RIB40.v43,GRanges.Aspergillus.oryzae.RIB40.v43.rda,fungidb.Aspergillus.oryzae.RIB40.v43,org.Aoryzae.RIB40.v43.eg.db,TxDb.Aspergillus.oryzae.RIB40.FungiDB.v43,RIB40,Aspergillus oryzae RIB40,,,Aspergillus oryzae RIB40,Combined information for Aspergillus oryzae RIB40,FungiDB 43 Combined information for Aspergillus oryzae RIB40,OrganismDBI,SQLiteFile,fungidb.Aspergillus.oryzae.RIB40.v43,EuPathDB/OrganismDbi/3.9/fungidb.Aspergillus.oryzae.RIB40.v43/graphInfo.rda
3.9,FungiDB-43_AsteyniiIBT23096,13430,12115,GFF,http://FungiDB.org/common/downloads/release-43/AsteyniiIBT23096/gff/data/FungiDB-43_AsteyniiIBT23096.gff,43,Aspergillus steynii IBT 23096,1392250,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Aspergillus.steynii.IBT.23096.v43,GRanges.Aspergillus.steynii.IBT.23096.v43.rda,fungidb.Aspergillus.steynii.IBT.23096.v43,org.Asteynii.IBT.23096.v43.eg.db,TxDb.Aspergillus.steynii.IBT.23096.FungiDB.v43,IBT.23096,Aspergillus steynii IBT 23096,,,Aspergillus steynii IBT 23096,Combined information for Aspergillus steynii IBT 23096,FungiDB 43 Combined information for Aspergillus steynii IBT 23096,OrganismDBI,SQLiteFile,fungidb.Aspergillus.steynii.IBT.23096.v43,EuPathDB/OrganismDbi/3.9/fungidb.Aspergillus.steynii.IBT.23096.v43/graphInfo.rda
3.9,FungiDB-43_AsydowiiCBS593.65,13717,12745,GFF,http://FungiDB.org/common/downloads/release-43/AsydowiiCBS593.65/gff/data/FungiDB-43_AsydowiiCBS593.65.gff,43,Aspergillus sydowii CBS 593.65,1036612,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Aspergillus.sydowii.CBS.593.65.v43,GRanges.Aspergillus.sydowii.CBS.593.65.v43.rda,fungidb.Aspergillus.sydowii.CBS.593.65.v43,org.Asydowii.CBS.593.65.v43.eg.db,TxDb.Aspergillus.sydowii.CBS.593.65.FungiDB.v43,CBS.593.65,Aspergillus sydowii CBS 593 65,,,Aspergillus sydowii CBS 593.65,Combined information for Aspergillus sydowii CBS 593 65,FungiDB 43 Combined information for Aspergillus sydowii CBS 593 65,OrganismDBI,SQLiteFile,fungidb.Aspergillus.sydowii.CBS.593.65.v43,EuPathDB/OrganismDbi/3.9/fungidb.Aspergillus.sydowii.CBS.593.65.v43/graphInfo.rda
3.9,FungiDB-43_AterreusNIH2624,10551,9973,GFF,http://FungiDB.org/common/downloads/release-43/AterreusNIH2624/gff/data/FungiDB-43_AterreusNIH2624.gff,43,Aspergillus terreus NIH2624,341663,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Aspergillus.terreus.NIH2624.v43,GRanges.Aspergillus.terreus.NIH2624.v43.rda,fungidb.Aspergillus.terreus.NIH2624.v43,org.Aterreus.NIH2624.v43.eg.db,TxDb.Aspergillus.terreus.NIH2624.FungiDB.v43,NIH2624,Aspergillus terreus NIH2624,,,Aspergillus terreus NIH2624,Combined information for Aspergillus terreus NIH2624,FungiDB 43 Combined information for Aspergillus terreus NIH2624,OrganismDBI,SQLiteFile,fungidb.Aspergillus.terreus.NIH2624.v43,EuPathDB/OrganismDbi/3.9/fungidb.Aspergillus.terreus.NIH2624.v43/graphInfo.rda
3.9,FungiDB-43_AtubingensisCBS134.48,12592,11597,GFF,http://FungiDB.org/common/downloads/release-43/AtubingensisCBS134.48/gff/data/FungiDB-43_AtubingensisCBS134.48.gff,43,Aspergillus tubingensis CBS 134.48,767770,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Aspergillus.tubingensis.CBS.134.48.v43,GRanges.Aspergillus.tubingensis.CBS.134.48.v43.rda,fungidb.Aspergillus.tubingensis.CBS.134.48.v43,org.Atubingensis.CBS.134.48.v43.eg.db,TxDb.Aspergillus.tubingensis.CBS.134.48.FungiDB.v43,CBS.134.48,Aspergillus tubingensis CBS 134 48,,,Aspergillus tubingensis CBS 134.48,Combined information for Aspergillus tubingensis CBS 134 48,FungiDB 43 Combined information for Aspergillus tubingensis CBS 134 48,OrganismDBI,SQLiteFile,fungidb.Aspergillus.tubingensis.CBS.134.48.v43,EuPathDB/OrganismDbi/3.9/fungidb.Aspergillus.tubingensis.CBS.134.48.v43/graphInfo.rda
3.9,FungiDB-43_AversicolorCBS583.65,13364,12495,GFF,http://FungiDB.org/common/downloads/release-43/AversicolorCBS583.65/gff/data/FungiDB-43_AversicolorCBS583.65.gff,43,Aspergillus versicolor CBS 583.65,1036611,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Aspergillus.versicolor.CBS.583.65.v43,GRanges.Aspergillus.versicolor.CBS.583.65.v43.rda,fungidb.Aspergillus.versicolor.CBS.583.65.v43,org.Aversicolor.CBS.583.65.v43.eg.db,TxDb.Aspergillus.versicolor.CBS.583.65.FungiDB.v43,CBS.583.65,Aspergillus versicolor CBS 583 65,,,Aspergillus versicolor CBS 583.65,Combined information for Aspergillus versicolor CBS 583 65,FungiDB 43 Combined information for Aspergillus versicolor CBS 583 65,OrganismDBI,SQLiteFile,fungidb.Aspergillus.versicolor.CBS.583.65.v43,EuPathDB/OrganismDbi/3.9/fungidb.Aspergillus.versicolor.CBS.583.65.v43/graphInfo.rda
3.9,FungiDB-43_AwentiiDTO134E9,12659,11494,GFF,http://FungiDB.org/common/downloads/release-43/AwentiiDTO134E9/gff/data/FungiDB-43_AwentiiDTO134E9.gff,43,Aspergillus wentii DTO 134E9,1073089,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Aspergillus.wentii.DTO.134E9.v43,GRanges.Aspergillus.wentii.DTO.134E9.v43.rda,fungidb.Aspergillus.wentii.DTO.134E9.v43,org.Awentii.DTO.134E9.v43.eg.db,TxDb.Aspergillus.wentii.DTO.134E9.FungiDB.v43,DTO.134E9,Aspergillus wentii DTO 134E9,,,Aspergillus wentii DTO 134E9,Combined information for Aspergillus wentii DTO 134E9,FungiDB 43 Combined information for Aspergillus wentii DTO 134E9,OrganismDBI,SQLiteFile,fungidb.Aspergillus.wentii.DTO.134E9.v43,EuPathDB/OrganismDbi/3.9/fungidb.Aspergillus.wentii.DTO.134E9.v43/graphInfo.rda
3.9,FungiDB-43_BdendrobatidisJEL423,8897,7310,GFF,http://FungiDB.org/common/downloads/release-43/BdendrobatidisJEL423/gff/data/FungiDB-43_BdendrobatidisJEL423.gff,43,Batrachochytrium dendrobatidis JEL423,403673,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Batrachochytrium.dendrobatidis.JEL423.v43,GRanges.Batrachochytrium.dendrobatidis.JEL423.v43.rda,fungidb.Batrachochytrium.dendrobatidis.JEL423.v43,org.Bdendrobatidis.JEL423.v43.eg.db,TxDb.Batrachochytrium.dendrobatidis.JEL423.FungiDB.v43,JEL423,Batrachochytrium dendrobatidis JEL423,,,Batrachochytrium dendrobatidis JEL423,Combined information for Batrachochytrium dendrobatidis JEL423,FungiDB 43 Combined information for Batrachochytrium dendrobatidis JEL423,OrganismDBI,SQLiteFile,fungidb.Batrachochytrium.dendrobatidis.JEL423.v43,EuPathDB/OrganismDbi/3.9/fungidb.Batrachochytrium.dendrobatidis.JEL423.v43/graphInfo.rda
3.9,FungiDB-43_BcinereaB05-10,12073,10610,GFF,http://FungiDB.org/common/downloads/release-43/BcinereaB05-10/gff/data/FungiDB-43_BcinereaB05-10.gff,43,Botrytis cinerea B05.10,332648,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Botrytis.cinerea.B05.10.v43,GRanges.Botrytis.cinerea.B05.10.v43.rda,fungidb.Botrytis.cinerea.B05.10.v43,org.Bcinerea.B05.10.v43.eg.db,TxDb.Botrytis.cinerea.B05.10.FungiDB.v43,B05.10,Botrytis cinerea B05 10,,,Botrytis cinerea B05.10,Combined information for Botrytis cinerea B05 10,FungiDB 43 Combined information for Botrytis cinerea B05 10,OrganismDBI,SQLiteFile,fungidb.Botrytis.cinerea.B05.10.v43,EuPathDB/OrganismDbi/3.9/fungidb.Botrytis.cinerea.B05.10.v43/graphInfo.rda
3.9,FungiDB-43_CalbicansSC5314,6468,6208,GFF,http://FungiDB.org/common/downloads/release-43/CalbicansSC5314/gff/data/FungiDB-43_CalbicansSC5314.gff,43,Candida albicans SC5314,237561,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Candida.albicans.SC5314.v43,GRanges.Candida.albicans.SC5314.v43.rda,fungidb.Candida.albicans.SC5314.v43,org.Calbicans.SC5314.v43.eg.db,TxDb.Candida.albicans.SC5314.FungiDB.v43,SC5314,Candida albicans SC5314,,,Candida albicans SC5314,Combined information for Candida albicans SC5314,FungiDB 43 Combined information for Candida albicans SC5314,OrganismDBI,SQLiteFile,fungidb.Candida.albicans.SC5314.v43,EuPathDB/OrganismDbi/3.9/fungidb.Candida.albicans.SC5314.v43/graphInfo.rda
3.9,FungiDB-43_CalbicansWO1,6285,6086,GFF,http://FungiDB.org/common/downloads/release-43/CalbicansWO1/gff/data/FungiDB-43_CalbicansWO1.gff,43,Candida albicans WO-1,294748,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Candida.albicans.WO.1.v43,GRanges.Candida.albicans.WO.1.v43.rda,fungidb.Candida.albicans.WO.1.v43,org.Calbicans.WO.1.v43.eg.db,TxDb.Candida.albicans.WO.1.FungiDB.v43,WO.1,Candida albicans WO 1,,,Candida albicans WO-1,Combined information for Candida albicans WO 1,FungiDB 43 Combined information for Candida albicans WO 1,OrganismDBI,SQLiteFile,fungidb.Candida.albicans.WO.1.v43,EuPathDB/OrganismDbi/3.9/fungidb.Candida.albicans.WO.1.v43/graphInfo.rda
3.9,FungiDB-43_CglabrataCBS138,5615,5261,GFF,http://FungiDB.org/common/downloads/release-43/CglabrataCBS138/gff/data/FungiDB-43_CglabrataCBS138.gff,43,Candida glabrata CBS 138,284593,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Candida.glabrata.CBS.138.v43,GRanges.Candida.glabrata.CBS.138.v43.rda,fungidb.Candida.glabrata.CBS.138.v43,org.Cglabrata.CBS.138.v43.eg.db,TxDb.Candida.glabrata.CBS.138.FungiDB.v43,CBS.138,Candida glabrata CBS 138,,,Candida glabrata CBS 138,Combined information for Candida glabrata CBS 138,FungiDB 43 Combined information for Candida glabrata CBS 138,OrganismDBI,SQLiteFile,fungidb.Candida.glabrata.CBS.138.v43,EuPathDB/OrganismDbi/3.9/fungidb.Candida.glabrata.CBS.138.v43/graphInfo.rda
3.9,FungiDB-43_CparapsilosisCDC317,5984,5646,GFF,http://FungiDB.org/common/downloads/release-43/CparapsilosisCDC317/gff/data/FungiDB-43_CparapsilosisCDC317.gff,43,Candida parapsilosis CDC317,578454,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Candida.parapsilosis.CDC317.v43,GRanges.Candida.parapsilosis.CDC317.v43.rda,fungidb.Candida.parapsilosis.CDC317.v43,org.Cparapsilosis.CDC317.v43.eg.db,TxDb.Candida.parapsilosis.CDC317.FungiDB.v43,CDC317,Candida parapsilosis CDC317,,,Candida parapsilosis CDC317,Combined information for Candida parapsilosis CDC317,FungiDB 43 Combined information for Candida parapsilosis CDC317,OrganismDBI,SQLiteFile,fungidb.Candida.parapsilosis.CDC317.v43,EuPathDB/OrganismDbi/3.9/fungidb.Candida.parapsilosis.CDC317.v43/graphInfo.rda
3.9,FungiDB-43_CtropicalisMYA3404,6441,5992,GFF,http://FungiDB.org/common/downloads/release-43/CtropicalisMYA3404/gff/data/FungiDB-43_CtropicalisMYA3404.gff,43,Candida tropicalis MYA-3404,294747,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Candida.tropicalis.MYA.3404.v43,GRanges.Candida.tropicalis.MYA.3404.v43.rda,fungidb.Candida.tropicalis.MYA.3404.v43,org.Ctropicalis.MYA.3404.v43.eg.db,TxDb.Candida.tropicalis.MYA.3404.FungiDB.v43,MYA.3404,Candida tropicalis MYA 3404,,,Candida tropicalis MYA-3404,Combined information for Candida tropicalis MYA 3404,FungiDB 43 Combined information for Candida tropicalis MYA 3404,OrganismDBI,SQLiteFile,fungidb.Candida.tropicalis.MYA.3404.v43,EuPathDB/OrganismDbi/3.9/fungidb.Candida.tropicalis.MYA.3404.v43/graphInfo.rda
3.9,FungiDB-43_ClusitaniaeATCC42720,6153,5303,GFF,http://FungiDB.org/common/downloads/release-43/ClusitaniaeATCC42720/gff/data/FungiDB-43_ClusitaniaeATCC42720.gff,43,Clavispora lusitaniae ATCC 42720,306902,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Clavispora.lusitaniae.ATCC.42720.v43,GRanges.Clavispora.lusitaniae.ATCC.42720.v43.rda,fungidb.Clavispora.lusitaniae.ATCC.42720.v43,org.Clusitaniae.ATCC.42720.v43.eg.db,TxDb.Clavispora.lusitaniae.ATCC.42720.FungiDB.v43,ATCC.42720,Clavispora lusitaniae ATCC 42720,,,Clavispora lusitaniae ATCC 42720,Combined information for Clavispora lusitaniae ATCC 42720,FungiDB 43 Combined information for Clavispora lusitaniae ATCC 42720,OrganismDBI,SQLiteFile,fungidb.Clavispora.lusitaniae.ATCC.42720.v43,EuPathDB/OrganismDbi/3.9/fungidb.Clavispora.lusitaniae.ATCC.42720.v43/graphInfo.rda
3.9,FungiDB-43_CimmitisH538-4,10724,9444,GFF,http://FungiDB.org/common/downloads/release-43/CimmitisH538-4/gff/data/FungiDB-43_CimmitisH538-4.gff,43,Coccidioides immitis H538.4,396776,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Coccidioides.immitis.H538.4.v43,GRanges.Coccidioides.immitis.H538.4.v43.rda,fungidb.Coccidioides.immitis.H538.4.v43,org.Cimmitis.H538.4.v43.eg.db,TxDb.Coccidioides.immitis.H538.4.FungiDB.v43,H538.4,Coccidioides immitis H538 4,,,Coccidioides immitis H538.4,Combined information for Coccidioides immitis H538 4,FungiDB 43 Combined information for Coccidioides immitis H538 4,OrganismDBI,SQLiteFile,fungidb.Coccidioides.immitis.H538.4.v43,EuPathDB/OrganismDbi/3.9/fungidb.Coccidioides.immitis.H538.4.v43/graphInfo.rda
3.9,FungiDB-43_CimmitisRMSCC2394,NA,NA,GFF,http://FungiDB.org/common/downloads/release-43/CimmitisRMSCC2394/gff/data/FungiDB-43_CimmitisRMSCC2394.gff,43,Coccidioides immitis RMSCC 2394,404692,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Coccidioides.immitis.RMSCC.2394.v43,GRanges.Coccidioides.immitis.RMSCC.2394.v43.rda,fungidb.Coccidioides.immitis.RMSCC.2394.v43,org.Cimmitis.RMSCC.2394.v43.eg.db,TxDb.Coccidioides.immitis.RMSCC.2394.FungiDB.v43,RMSCC.2394,Coccidioides immitis RMSCC 2394,,,Coccidioides immitis RMSCC 2394,Combined information for Coccidioides immitis RMSCC 2394,FungiDB 43 Combined information for Coccidioides immitis RMSCC 2394,OrganismDBI,SQLiteFile,fungidb.Coccidioides.immitis.RMSCC.2394.v43,EuPathDB/OrganismDbi/3.9/fungidb.Coccidioides.immitis.RMSCC.2394.v43/graphInfo.rda
3.9,FungiDB-43_CimmitisRMSCC3703,NA,NA,GFF,http://FungiDB.org/common/downloads/release-43/CimmitisRMSCC3703/gff/data/FungiDB-43_CimmitisRMSCC3703.gff,43,Coccidioides immitis RMSCC 3703,454286,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Coccidioides.immitis.RMSCC.3703.v43,GRanges.Coccidioides.immitis.RMSCC.3703.v43.rda,fungidb.Coccidioides.immitis.RMSCC.3703.v43,org.Cimmitis.RMSCC.3703.v43.eg.db,TxDb.Coccidioides.immitis.RMSCC.3703.FungiDB.v43,RMSCC.3703,Coccidioides immitis RMSCC 3703,,,Coccidioides immitis RMSCC 3703,Combined information for Coccidioides immitis RMSCC 3703,FungiDB 43 Combined information for Coccidioides immitis RMSCC 3703,OrganismDBI,SQLiteFile,fungidb.Coccidioides.immitis.RMSCC.3703.v43,EuPathDB/OrganismDbi/3.9/fungidb.Coccidioides.immitis.RMSCC.3703.v43/graphInfo.rda
3.9,FungiDB-43_CimmitisRS,9905,9757,GFF,http://FungiDB.org/common/downloads/release-43/CimmitisRS/gff/data/FungiDB-43_CimmitisRS.gff,43,Coccidioides immitis RS,246410,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Coccidioides.immitis.RS.v43,GRanges.Coccidioides.immitis.RS.v43.rda,fungidb.Coccidioides.immitis.RS.v43,org.Cimmitis.RS.v43.eg.db,TxDb.Coccidioides.immitis.RS.FungiDB.v43,RS,Coccidioides immitis RS,,,Coccidioides immitis RS,Combined information for Coccidioides immitis RS,FungiDB 43 Combined information for Coccidioides immitis RS,OrganismDBI,SQLiteFile,fungidb.Coccidioides.immitis.RS.v43,EuPathDB/OrganismDbi/3.9/fungidb.Coccidioides.immitis.RS.v43/graphInfo.rda
3.9,FungiDB-43_CposadasiiC735deltSOWgp,7255,7213,GFF,http://FungiDB.org/common/downloads/release-43/CposadasiiC735deltSOWgp/gff/data/FungiDB-43_CposadasiiC735deltSOWgp.gff,43,Coccidioides posadasii C735 delta SOWgp,222929,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Coccidioides.posadasii.C735.delta.SOWgp.v43,GRanges.Coccidioides.posadasii.C735.delta.SOWgp.v43.rda,fungidb.Coccidioides.posadasii.C735.delta.SOWgp.v43,org.Cposadasii.C735.delta.SOWgp.v43.eg.db,TxDb.Coccidioides.posadasii.C735.delta.SOWgp.FungiDB.v43,C735.delta.SOWgp,Coccidioides posadasii C735 delta SOWgp,,,Coccidioides posadasii C735 delta SOWgp,Combined information for Coccidioides posadasii C735 delta SOWgp,FungiDB 43 Combined information for Coccidioides posadasii C735 delta SOWgp,OrganismDBI,SQLiteFile,fungidb.Coccidioides.posadasii.C735.delta.SOWgp.v43,EuPathDB/OrganismDbi/3.9/fungidb.Coccidioides.posadasii.C735.delta.SOWgp.v43/graphInfo.rda
3.9,FungiDB-43_CposadasiiCPA0001,NA,NA,GFF,http://FungiDB.org/common/downloads/release-43/CposadasiiCPA0001/gff/data/FungiDB-43_CposadasiiCPA0001.gff,43,Coccidioides posadasii CPA 0001,469472,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Coccidioides.posadasii.CPA.0001.v43,GRanges.Coccidioides.posadasii.CPA.0001.v43.rda,fungidb.Coccidioides.posadasii.CPA.0001.v43,org.Cposadasii.CPA.0001.v43.eg.db,TxDb.Coccidioides.posadasii.CPA.0001.FungiDB.v43,CPA.0001,Coccidioides posadasii CPA 0001,,,Coccidioides posadasii CPA 0001,Combined information for Coccidioides posadasii CPA 0001,FungiDB 43 Combined information for Coccidioides posadasii CPA 0001,OrganismDBI,SQLiteFile,fungidb.Coccidioides.posadasii.CPA.0001.v43,EuPathDB/OrganismDbi/3.9/fungidb.Coccidioides.posadasii.CPA.0001.v43/graphInfo.rda
