BiocVersion,Genome,NumGenes,NumOrthologs,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,Tags,BsgenomePkg,GrangesPkg,OrganismdbiPkg,OrgdbPkg,TxdbPkg,Strain,Taxon,Genus,Sp,BsgenomeFile,GrangesFile,OrganismdbiFile,OrgdbFile,TxdbFile,TaxonUnmodified,Title,Description,RDataClass,DispatchClass,ResourceName,RDataPath
v3.9,FungiDB-44_PplurivoraAV1007,NA,NA,GFF,http://FungiDB.org/common/downloads/release-42/PplurivoraAV1007/gff/data/FungiDB-42_PplurivoraAV1007.gff,42,Phytophthora plurivora,639000,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Phytophthora.plurivora.AV1007.v42,GRanges.Phytophthora.plurivora.AV1007.v42.rda,fungidb.Phytophthora.plurivora.AV1007.v42,org.Pplurivora.AV1007.v42.eg.db,TxDb.Phytophthora.plurivora.AV1007.FungiDB.v42,AV1007,Phytophthora plurivora AV1007,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Phytophthora.plurivora.AV1007.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Phytophthora.plurivora.AV1007.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Phytophthora.plurivora.AV1007.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Pplurivora.AV1007.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Phytophthora.plurivora.AV1007.FungiDB.v42.sqlite,Phytophthora plurivora AV1007,Transcript information for Phytophthora plurivora AV1007,FungiDB 42 transcript information for Phytophthora plurivora AV1007,GRanges,GRanges,GRanges.Phytophthora.plurivora.AV1007.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Phytophthora.plurivora.AV1007.v42.rda
v3.9,FungiDB-44_Ptriticina1-1BBBDRace1,15692,13522,GFF,http://FungiDB.org/common/downloads/release-42/Ptriticina1-1BBBDRace1/gff/data/FungiDB-42_Ptriticina1-1BBBDRace1.gff,42,Puccinia triticina 1-1 BBBD Race 1,630390,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Puccinia.triticina.1.1.BBBD.Race.1.v42,GRanges.Puccinia.triticina.1.1.BBBD.Race.1.v42.rda,fungidb.Puccinia.triticina.1.1.BBBD.Race.1.v42,org.Ptriticina.1.1.BBBD.Race.1.v42.eg.db,TxDb.Puccinia.triticina.1.1.BBBD.Race.1.FungiDB.v42,1.1.BBBD.Race.1,Puccinia triticina 1 1 BBBD Race 1,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Puccinia.triticina.1.1.BBBD.Race.1.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Puccinia.triticina.1.1.BBBD.Race.1.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Puccinia.triticina.1.1.BBBD.Race.1.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Ptriticina.1.1.BBBD.Race.1.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Puccinia.triticina.1.1.BBBD.Race.1.FungiDB.v42.sqlite,Puccinia triticina 1-1 BBBD Race 1,Transcript information for Puccinia triticina 1 1 BBBD Race 1,FungiDB 42 transcript information for Puccinia triticina 1 1 BBBD Race 1,GRanges,GRanges,GRanges.Puccinia.triticina.1.1.BBBD.Race.1.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Puccinia.triticina.1.1.BBBD.Race.1.v42.rda
v3.9,FungiDB-44_RirregularisDAOM181602,26245,22423,GFF,http://FungiDB.org/common/downloads/release-42/RirregularisDAOM181602/gff/data/FungiDB-42_RirregularisDAOM181602.gff,42,Rhizophagus irregularis DAOM 181602=DAOM 197198,747089,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Rhizophagus.irregularis.DAOM.181602DAOM.197198.v42,GRanges.Rhizophagus.irregularis.DAOM.181602DAOM.197198.v42.rda,fungidb.Rhizophagus.irregularis.DAOM.181602DAOM.197198.v42,org.Rirregularis.DAOM.181602DAOM.197198.v42.eg.db,TxDb.Rhizophagus.irregularis.DAOM.181602DAOM.197198.FungiDB.v42,DAOM.181602DAOM.197198,Rhizophagus irregularis DAOM 181602DAOM 197198,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Rhizophagus.irregularis.DAOM.181602DAOM.197198.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Rhizophagus.irregularis.DAOM.181602DAOM.197198.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Rhizophagus.irregularis.DAOM.181602DAOM.197198.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Rirregularis.DAOM.181602DAOM.197198.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Rhizophagus.irregularis.DAOM.181602DAOM.197198.FungiDB.v42.sqlite,Rhizophagus irregularis DAOM 181602=DAOM 197198,Transcript information for Rhizophagus irregularis DAOM 181602DAOM 197198,FungiDB 42 transcript information for Rhizophagus irregularis DAOM 181602DAOM 197198,GRanges,GRanges,GRanges.Rhizophagus.irregularis.DAOM.181602DAOM.197198.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Rhizophagus.irregularis.DAOM.181602DAOM.197198.v42.rda
v3.9,GiardiaDB-44_GintestinalisAssemblageAAS175,NA,NA,GFF,http://GiardiaDB.org/common/downloads/release-42/GintestinalisAssemblageAAS175/gff/data/GiardiaDB-42_GintestinalisAssemblageAAS175.gff,42,Giardia assemblage,NA,TRUE,GiardiaDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Giardia,BSGenome.Giardia.assemblage.A.isolate.AS175.v42,GRanges.Giardia.assemblage.A.isolate.AS175.v42.rda,giardiadb.Giardia.assemblage.A.isolate.AS175.v42,org.Gassemblage.A.isolate.AS175.v42.eg.db,TxDb.Giardia.assemblage.A.isolate.AS175.GiardiaDB.v42,A.isolate.AS175,Giardia assemblage A isolate AS175,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Giardia.assemblage.A.isolate.AS175.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Giardia.assemblage.A.isolate.AS175.v42.rda,EuPathDB/OrganismDbi/v3.9/giardiadb.Giardia.assemblage.A.isolate.AS175.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Gassemblage.A.isolate.AS175.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Giardia.assemblage.A.isolate.AS175.GiardiaDB.v42.sqlite,Giardia assemblage A isolate AS175,Transcript information for Giardia assemblage A isolate AS175,GiardiaDB 42 transcript information for Giardia assemblage A isolate AS175,GRanges,GRanges,GRanges.Giardia.assemblage.A.isolate.AS175.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Giardia.assemblage.A.isolate.AS175.v42.rda
v3.9,GiardiaDB-44_GintestinalisAssemblageBBAH15c1,NA,NA,GFF,http://GiardiaDB.org/common/downloads/release-42/GintestinalisAssemblageBBAH15c1/gff/data/GiardiaDB-42_GintestinalisAssemblageBBAH15c1.gff,42,Giardia assemblage,NA,TRUE,GiardiaDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Giardia,BSGenome.Giardia.assemblage.B.isolate.BAH15c1.v42,GRanges.Giardia.assemblage.B.isolate.BAH15c1.v42.rda,giardiadb.Giardia.assemblage.B.isolate.BAH15c1.v42,org.Gassemblage.B.isolate.BAH15c1.v42.eg.db,TxDb.Giardia.assemblage.B.isolate.BAH15c1.GiardiaDB.v42,B.isolate.BAH15c1,Giardia assemblage B isolate BAH15c1,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Giardia.assemblage.B.isolate.BAH15c1.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Giardia.assemblage.B.isolate.BAH15c1.v42.rda,EuPathDB/OrganismDbi/v3.9/giardiadb.Giardia.assemblage.B.isolate.BAH15c1.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Gassemblage.B.isolate.BAH15c1.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Giardia.assemblage.B.isolate.BAH15c1.GiardiaDB.v42.sqlite,Giardia assemblage B isolate BAH15c1,Transcript information for Giardia assemblage B isolate BAH15c1,GiardiaDB 42 transcript information for Giardia assemblage B isolate BAH15c1,GRanges,GRanges,GRanges.Giardia.assemblage.B.isolate.BAH15c1.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Giardia.assemblage.B.isolate.BAH15c1.v42.rda
v3.9,MicrosporidiaDB-44_AalgeraeUndeen,NA,NA,GFF,http://MicrosporidiaDB.org/common/downloads/release-42/AalgeraeUndeen/gff/data/MicrosporidiaDB-42_AalgeraeUndeen.gff,42,Anncaliia algerae Undeen,1150868,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Microsporidia,BSGenome.Anncaliia.algerae.Undeen.v42,GRanges.Anncaliia.algerae.Undeen.v42.rda,microsporidiadb.Anncaliia.algerae.Undeen.v42,org.Aalgerae.Undeen.v42.eg.db,TxDb.Anncaliia.algerae.Undeen.MicrosporidiaDB.v42,Undeen,Anncaliia algerae Undeen,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Anncaliia.algerae.Undeen.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Anncaliia.algerae.Undeen.v42.rda,EuPathDB/OrganismDbi/v3.9/microsporidiadb.Anncaliia.algerae.Undeen.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Aalgerae.Undeen.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Anncaliia.algerae.Undeen.MicrosporidiaDB.v42.sqlite,Anncaliia algerae Undeen,Transcript information for Anncaliia algerae Undeen,MicrosporidiaDB 42 transcript information for Anncaliia algerae Undeen,GRanges,GRanges,GRanges.Anncaliia.algerae.Undeen.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Anncaliia.algerae.Undeen.v42.rda
v3.9,MicrosporidiaDB-44_HtvaerminnensisOER-3-3,NA,NA,GFF,http://MicrosporidiaDB.org/common/downloads/release-42/HtvaerminnensisOER-3-3/gff/data/MicrosporidiaDB-42_HtvaerminnensisOER-3-3.gff,42,Hamiltosporidium tvaerminnensis OER-3-3,657448,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Microsporidia,BSGenome.Hamiltosporidium.tvaerminnensis.OER.3.3.v42,GRanges.Hamiltosporidium.tvaerminnensis.OER.3.3.v42.rda,microsporidiadb.Hamiltosporidium.tvaerminnensis.OER.3.3.v42,org.Htvaerminnensis.OER.3.3.v42.eg.db,TxDb.Hamiltosporidium.tvaerminnensis.OER.3.3.MicrosporidiaDB.v42,OER.3.3,Hamiltosporidium tvaerminnensis OER 3 3,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Hamiltosporidium.tvaerminnensis.OER.3.3.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Hamiltosporidium.tvaerminnensis.OER.3.3.v42.rda,EuPathDB/OrganismDbi/v3.9/microsporidiadb.Hamiltosporidium.tvaerminnensis.OER.3.3.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Htvaerminnensis.OER.3.3.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Hamiltosporidium.tvaerminnensis.OER.3.3.MicrosporidiaDB.v42.sqlite,Hamiltosporidium tvaerminnensis OER-3-3,Transcript information for Hamiltosporidium tvaerminnensis OER 3 3,MicrosporidiaDB 42 transcript information for Hamiltosporidium tvaerminnensis OER 3 3,GRanges,GRanges,GRanges.Hamiltosporidium.tvaerminnensis.OER.3.3.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Hamiltosporidium.tvaerminnensis.OER.3.3.v42.rda
v3.9,SchistoDB-44_SjaponicumAnhui,NA,NA,GFF,http://SchistoDB.net/common/downloads/release-42/SjaponicumAnhui/gff/data/SchistoDB-42_SjaponicumAnhui.gff,42,Schistosoma japonicum,6182,TRUE,SchistoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Schistosoma,BSGenome.Schistosoma.japonicum.Anhui.v42,GRanges.Schistosoma.japonicum.Anhui.v42.rda,schistodb.Schistosoma.japonicum.Anhui.v42,org.Sjaponicum.Anhui.v42.eg.db,TxDb.Schistosoma.japonicum.Anhui.SchistoDB.v42,Anhui,Schistosoma japonicum Anhui,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Schistosoma.japonicum.Anhui.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Schistosoma.japonicum.Anhui.v42.rda,EuPathDB/OrganismDbi/v3.9/schistodb.Schistosoma.japonicum.Anhui.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Sjaponicum.Anhui.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Schistosoma.japonicum.Anhui.SchistoDB.v42.sqlite,Schistosoma japonicum Anhui,Transcript information for Schistosoma japonicum Anhui,SchistoDB 42 transcript information for Schistosoma japonicum Anhui,GRanges,GRanges,GRanges.Schistosoma.japonicum.Anhui.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Schistosoma.japonicum.Anhui.v42.rda
v3.9,SchistoDB-44_SmansoniPuertoRico,NA,NA,GFF,http://SchistoDB.net/common/downloads/release-42/SmansoniPuertoRico/gff/data/SchistoDB-42_SmansoniPuertoRico.gff,42,Schistosoma mansoni,6183,TRUE,SchistoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Schistosoma,BSGenome.Schistosoma.mansoni.Puerto.Rico.v42,GRanges.Schistosoma.mansoni.Puerto.Rico.v42.rda,schistodb.Schistosoma.mansoni.Puerto.Rico.v42,org.Smansoni.Puerto.Rico.v42.eg.db,TxDb.Schistosoma.mansoni.Puerto.Rico.SchistoDB.v42,Puerto.Rico,Schistosoma mansoni Puerto Rico,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Schistosoma.mansoni.Puerto.Rico.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Schistosoma.mansoni.Puerto.Rico.v42.rda,EuPathDB/OrganismDbi/v3.9/schistodb.Schistosoma.mansoni.Puerto.Rico.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Smansoni.Puerto.Rico.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Schistosoma.mansoni.Puerto.Rico.SchistoDB.v42.sqlite,Schistosoma mansoni Puerto Rico,Transcript information for Schistosoma mansoni Puerto Rico,SchistoDB 42 transcript information for Schistosoma mansoni Puerto Rico,GRanges,GRanges,GRanges.Schistosoma.mansoni.Puerto.Rico.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Schistosoma.mansoni.Puerto.Rico.v42.rda
v3.9,ToxoDB-44_TgondiiCAST,NA,NA,GFF,http://ToxoDB.org/common/downloads/release-42/TgondiiCAST/gff/data/ToxoDB-42_TgondiiCAST.gff,42,Toxoplasma gondii CAST,943122,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Toxoplasmosis,BSGenome.Toxoplasma.gondii.CAST.v42,GRanges.Toxoplasma.gondii.CAST.v42.rda,toxodb.Toxoplasma.gondii.CAST.v42,org.Tgondii.CAST.v42.eg.db,TxDb.Toxoplasma.gondii.CAST.ToxoDB.v42,CAST,Toxoplasma gondii CAST,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Toxoplasma.gondii.CAST.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Toxoplasma.gondii.CAST.v42.rda,EuPathDB/OrganismDbi/v3.9/toxodb.Toxoplasma.gondii.CAST.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Tgondii.CAST.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Toxoplasma.gondii.CAST.ToxoDB.v42.sqlite,Toxoplasma gondii CAST,Transcript information for Toxoplasma gondii CAST,ToxoDB 42 transcript information for Toxoplasma gondii CAST,GRanges,GRanges,GRanges.Toxoplasma.gondii.CAST.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Toxoplasma.gondii.CAST.v42.rda
v3.9,ToxoDB-44_TgondiiCOUG,NA,NA,GFF,http://ToxoDB.org/common/downloads/release-42/TgondiiCOUG/gff/data/ToxoDB-42_TgondiiCOUG.gff,42,Toxoplasma gondii COUG,1074873,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Toxoplasmosis,BSGenome.Toxoplasma.gondii.COUG.v42,GRanges.Toxoplasma.gondii.COUG.v42.rda,toxodb.Toxoplasma.gondii.COUG.v42,org.Tgondii.COUG.v42.eg.db,TxDb.Toxoplasma.gondii.COUG.ToxoDB.v42,COUG,Toxoplasma gondii COUG,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Toxoplasma.gondii.COUG.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Toxoplasma.gondii.COUG.v42.rda,EuPathDB/OrganismDbi/v3.9/toxodb.Toxoplasma.gondii.COUG.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Tgondii.COUG.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Toxoplasma.gondii.COUG.ToxoDB.v42.sqlite,Toxoplasma gondii COUG,Transcript information for Toxoplasma gondii COUG,ToxoDB 42 transcript information for Toxoplasma gondii COUG,GRanges,GRanges,GRanges.Toxoplasma.gondii.COUG.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Toxoplasma.gondii.COUG.v42.rda
v3.9,ToxoDB-44_TgondiiCtCo5,NA,NA,GFF,http://ToxoDB.org/common/downloads/release-42/TgondiiCtCo5/gff/data/ToxoDB-42_TgondiiCtCo5.gff,42,Toxoplasma gondii CtCo5,1194599,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Toxoplasmosis,BSGenome.Toxoplasma.gondii.CtCo5.v42,GRanges.Toxoplasma.gondii.CtCo5.v42.rda,toxodb.Toxoplasma.gondii.CtCo5.v42,org.Tgondii.CtCo5.v42.eg.db,TxDb.Toxoplasma.gondii.CtCo5.ToxoDB.v42,CtCo5,Toxoplasma gondii CtCo5,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Toxoplasma.gondii.CtCo5.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Toxoplasma.gondii.CtCo5.v42.rda,EuPathDB/OrganismDbi/v3.9/toxodb.Toxoplasma.gondii.CtCo5.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Tgondii.CtCo5.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Toxoplasma.gondii.CtCo5.ToxoDB.v42.sqlite,Toxoplasma gondii CtCo5,Transcript information for Toxoplasma gondii CtCo5,ToxoDB 42 transcript information for Toxoplasma gondii CtCo5,GRanges,GRanges,GRanges.Toxoplasma.gondii.CtCo5.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Toxoplasma.gondii.CtCo5.v42.rda
v3.9,ToxoDB-44_TgondiiTgCATBr5,NA,NA,GFF,http://ToxoDB.org/common/downloads/release-42/TgondiiTgCATBr5/gff/data/ToxoDB-42_TgondiiTgCATBr5.gff,42,Toxoplasma gondii TgCATBr5,943121,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Toxoplasmosis,BSGenome.Toxoplasma.gondii.TgCATBr5.v42,GRanges.Toxoplasma.gondii.TgCATBr5.v42.rda,toxodb.Toxoplasma.gondii.TgCATBr5.v42,org.Tgondii.TgCATBr5.v42.eg.db,TxDb.Toxoplasma.gondii.TgCATBr5.ToxoDB.v42,TgCATBr5,Toxoplasma gondii TgCATBr5,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Toxoplasma.gondii.TgCATBr5.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Toxoplasma.gondii.TgCATBr5.v42.rda,EuPathDB/OrganismDbi/v3.9/toxodb.Toxoplasma.gondii.TgCATBr5.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Tgondii.TgCATBr5.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Toxoplasma.gondii.TgCATBr5.ToxoDB.v42.sqlite,Toxoplasma gondii TgCATBr5,Transcript information for Toxoplasma gondii TgCATBr5,ToxoDB 42 transcript information for Toxoplasma gondii TgCATBr5,GRanges,GRanges,GRanges.Toxoplasma.gondii.TgCATBr5.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Toxoplasma.gondii.TgCATBr5.v42.rda
v3.9,ToxoDB-44_TgondiiTgCATBr9,NA,NA,GFF,http://ToxoDB.org/common/downloads/release-42/TgondiiTgCATBr9/gff/data/ToxoDB-42_TgondiiTgCATBr9.gff,42,Toxoplasma gondii TgCATBr9,943120,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Toxoplasmosis,BSGenome.Toxoplasma.gondii.TgCATBr9.v42,GRanges.Toxoplasma.gondii.TgCATBr9.v42.rda,toxodb.Toxoplasma.gondii.TgCATBr9.v42,org.Tgondii.TgCATBr9.v42.eg.db,TxDb.Toxoplasma.gondii.TgCATBr9.ToxoDB.v42,TgCATBr9,Toxoplasma gondii TgCATBr9,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Toxoplasma.gondii.TgCATBr9.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Toxoplasma.gondii.TgCATBr9.v42.rda,EuPathDB/OrganismDbi/v3.9/toxodb.Toxoplasma.gondii.TgCATBr9.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Tgondii.TgCATBr9.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Toxoplasma.gondii.TgCATBr9.ToxoDB.v42.sqlite,Toxoplasma gondii TgCATBr9,Transcript information for Toxoplasma gondii TgCATBr9,ToxoDB 42 transcript information for Toxoplasma gondii TgCATBr9,GRanges,GRanges,GRanges.Toxoplasma.gondii.TgCATBr9.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Toxoplasma.gondii.TgCATBr9.v42.rda
v3.9,ToxoDB-44_TgondiiTgCkUg2,NA,NA,GFF,http://ToxoDB.org/common/downloads/release-42/TgondiiTgCkUg2/gff/data/ToxoDB-42_TgondiiTgCkUg2.gff,42,Toxoplasma gondii,5811,TRUE,ToxoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Toxoplasmosis,BSGenome.Toxoplasma.gondii.TgCkUg2.v42,GRanges.Toxoplasma.gondii.TgCkUg2.v42.rda,toxodb.Toxoplasma.gondii.TgCkUg2.v42,org.Tgondii.TgCkUg2.v42.eg.db,TxDb.Toxoplasma.gondii.TgCkUg2.ToxoDB.v42,TgCkUg2,Toxoplasma gondii TgCkUg2,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Toxoplasma.gondii.TgCkUg2.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Toxoplasma.gondii.TgCkUg2.v42.rda,EuPathDB/OrganismDbi/v3.9/toxodb.Toxoplasma.gondii.TgCkUg2.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Tgondii.TgCkUg2.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Toxoplasma.gondii.TgCkUg2.ToxoDB.v42.sqlite,Toxoplasma gondii TgCkUg2,Transcript information for Toxoplasma gondii TgCkUg2,ToxoDB 42 transcript information for Toxoplasma gondii TgCkUg2,GRanges,GRanges,GRanges.Toxoplasma.gondii.TgCkUg2.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Toxoplasma.gondii.TgCkUg2.v42.rda
v3.9,TriTrypDB-44_LdonovaniBHU1220,NA,NA,GFF,http://TriTrypDB.org/common/downloads/release-42/LdonovaniBHU1220/gff/data/TriTrypDB-42_LdonovaniBHU1220.gff,42,Leishmania donovani,5661,TRUE,TriTrypDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Trypanosome:Kinetoplastid:Leishmania,BSGenome.Leishmania.donovani.BHU.1220.v42,GRanges.Leishmania.donovani.BHU.1220.v42.rda,tritrypdb.Leishmania.donovani.BHU.1220.v42,org.Ldonovani.BHU.1220.v42.eg.db,TxDb.Leishmania.donovani.BHU.1220.TriTrypDB.v42,strain.BHU.1220,Leishmania donovani BHU 1220,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Leishmania.donovani.BHU.1220.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Leishmania.donovani.BHU.1220.v42.rda,EuPathDB/OrganismDbi/v3.9/tritrypdb.Leishmania.donovani.BHU.1220.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Ldonovani.BHU.1220.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Leishmania.donovani.BHU.1220.TriTrypDB.v42.sqlite,Leishmania donovani strain BHU 1220,Transcript information for Leishmania donovani BHU 1220,TriTrypDB 42 transcript information for Leishmania donovani BHU 1220,GRanges,GRanges,GRanges.Leishmania.donovani.BHU.1220.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Leishmania.donovani.BHU.1220.v42.rda
v3.9,TriTrypDB-44_LdonovaniLV9,8387,8245,GFF,http://TriTrypDB.org/common/downloads/release-42/LdonovaniLV9/gff/data/TriTrypDB-42_LdonovaniLV9.gff,42,Leishmania donovani,5661,TRUE,TriTrypDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Trypanosome:Kinetoplastid:Leishmania,BSGenome.Leishmania.donovani.LV9.v42,GRanges.Leishmania.donovani.LV9.v42.rda,tritrypdb.Leishmania.donovani.LV9.v42,org.Ldonovani.LV9.v42.eg.db,TxDb.Leishmania.donovani.LV9.TriTrypDB.v42,strain.LV9,Leishmania donovani LV9,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Leishmania.donovani.LV9.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Leishmania.donovani.LV9.v42.rda,EuPathDB/OrganismDbi/v3.9/tritrypdb.Leishmania.donovani.LV9.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Ldonovani.LV9.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Leishmania.donovani.LV9.TriTrypDB.v42.sqlite,Leishmania donovani strain LV9,Transcript information for Leishmania donovani LV9,TriTrypDB 42 transcript information for Leishmania donovani LV9,GRanges,GRanges,GRanges.Leishmania.donovani.LV9.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Leishmania.donovani.LV9.v42.rda
